Time_sec,Local_Field_Potential_mV
5.493,0.13965
5.494,0.1763
5.495,0.1942
5.496,0.1684
5.497,0.14158
5.498,0.11985
5.499,0.069991
5.5,0.043331
5.501,0.039604
5.502,-0.0093056
5.503,-0.026115
5.504,-0.0050417
5.505,-0.038893
5.506,-0.08003
5.507,-0.1082
5.508,-0.13434
5.509,-0.15578
5.51,-0.13206
5.511,-0.10263
5.512,-0.1084
5.513,-0.11115
5.514,-0.10566
5.515,-0.11822
5.516,-0.11567
5.517,-0.099584
5.518,-0.13729
5.519,-0.11608
5.52,-0.08446
5.521,-0.098056
5.522,-0.076136
5.523,-0.069986
5.524,-0.054154
5.525,-0.017808
5.526,0.0088711
5.527,0.04221
5.528,0.061604
5.529,0.063337
5.53,0.051665
5.531,0.0068771
5.532,-0.033347
5.533,-0.022295
5.534,-0.028901
5.535,-0.07178
5.536,-0.094848
5.537,-0.089606
5.538,-0.088741
5.539,-0.10037
5.54,-0.12558
5.541,-0.16118
5.542,-0.16239
5.543,-0.16305
5.544,-0.1885
5.545,-0.18894
5.546,-0.15731
5.547,-0.10692
5.548,-0.045872
5.549,-0.027441
5.55,-0.037271
5.551,-0.032351
5.552,-0.066049
5.553,-0.068537
5.554,-0.058269
5.555,-0.086105
5.556,-0.06135
5.557,-0.01592
5.558,0.025285
5.559,0.060654
5.56,0.10985
5.561,0.15907
5.562,0.16238
5.563,0.17732
5.564,0.18976
5.565,0.18407
5.566,0.18223
5.567,0.16274
5.568,0.14507
5.569,0.11033
5.57,0.066757
5.571,0.03517
5.572,0.010147
5.573,0.0010725
5.574,-0.030856
5.575,-0.035263
5.576,-0.023255
5.577,-0.027487
5.578,0.005701
5.579,0.025897
5.58,0.036856
5.581,0.0049104
5.582,-0.031083
5.583,-0.0017035
5.584,-0.015401
5.585,-0.034155
5.586,0.00056772
5.587,0.019628
5.588,0.00019643
5.589,0.0062019
5.59,0.022978
5.591,0.015524
5.592,0.0097853
5.593,0.011106
5.594,0.047546
5.595,0.076585
5.596,0.058054
5.597,0.035103
5.598,0.0051073
5.599,-0.052063
5.6,-0.063152
5.601,-0.037688
5.602,-0.047917
5.603,-0.041035
5.604,-0.033632
5.605,-0.023005
5.606,-0.0019838
5.607,-0.0059414
5.608,-0.0061023
5.609,0.0052849
5.61,0.038405
5.611,0.065232
5.612,0.072332
5.613,0.069511
5.614,0.06138
5.615,0.056609
5.616,0.033536
5.617,0.029851
5.618,0.002741
5.619,-0.067333
5.62,-0.063032
5.621,-0.050587
5.622,-0.052497
5.623,-0.051538
5.624,-0.066186
5.625,-0.062435
5.626,-0.039917
5.627,0.020907
5.628,0.062007
5.629,0.092795
5.63,0.13175
5.631,0.12251
5.632,0.090976
5.633,0.059223
5.634,0.073993
5.635,0.091622
5.636,0.083305
5.637,0.11531
5.638,0.13521
5.639,0.13082
5.64,0.11611
5.641,0.092253
5.642,0.077756
5.643,0.069983
5.644,0.066219
5.645,0.04627
5.646,0.014482
5.647,-0.023113
5.648,-0.055197
5.649,-0.058121
5.65,-0.054135
5.651,-0.052638
5.652,-0.06746
5.653,-0.10271
5.654,-0.098629
5.655,-0.097902
5.656,-0.1373
5.657,-0.14565
5.658,-0.16807
5.659,-0.18699
5.66,-0.14048
5.661,-0.1041
5.662,-0.10569
5.663,-0.11467
5.664,-0.11528
5.665,-0.10687
5.666,-0.10306
5.667,-0.11802
5.668,-0.15436
5.669,-0.17799
5.67,-0.19464
5.671,-0.21668
5.672,-0.22114
5.673,-0.21621
5.674,-0.24231
5.675,-0.26929
5.676,-0.25451
5.677,-0.23772
5.678,-0.22089
5.679,-0.21369
5.68,-0.21932
5.681,-0.21924
5.682,-0.19626
5.683,-0.17376
5.684,-0.16743
5.685,-0.15238
5.686,-0.1709
5.687,-0.17382
5.688,-0.15676
5.689,-0.16187
5.69,-0.16738
5.691,-0.18134
5.692,-0.15981
5.693,-0.14085
5.694,-0.1485
5.695,-0.14674
5.696,-0.13541
5.697,-0.12963
5.698,-0.16736
5.699,-0.19472
5.7,-0.21401
5.701,-0.25595
5.702,-0.26012
5.703,-0.24003
5.704,-0.24157
5.705,-0.262
5.706,-0.26611
5.707,-0.25252
5.708,-0.23604
5.709,-0.20517
5.71,-0.18613
5.711,-0.18285
5.712,-0.17723
5.713,-0.20043
5.714,-0.23707
5.715,-0.2063
5.716,-0.16676
5.717,-0.19178
5.718,-0.21217
5.719,-0.22786
5.72,-0.22205
5.721,-0.20895
5.722,-0.20871
5.723,-0.18832
5.724,-0.16452
5.725,-0.13614
5.726,-0.12012
5.727,-0.12849
5.728,-0.09712
5.729,-0.091666
5.73,-0.10869
5.731,-0.092682
5.732,-0.11694
5.733,-0.12801
5.734,-0.12258
5.735,-0.16671
5.736,-0.19978
5.737,-0.21058
5.738,-0.22916
5.739,-0.23032
5.74,-0.22006
5.741,-0.22779
5.742,-0.23591
5.743,-0.20677
5.744,-0.17476
5.745,-0.12693
5.746,-0.10605
5.747,-0.13604
5.748,-0.10655
5.749,-0.099928
5.75,-0.11646
5.751,-0.11222
5.752,-0.13601
5.753,-0.16014
5.754,-0.15861
5.755,-0.12631
5.756,-0.10188
5.757,-0.077412
5.758,-0.072524
5.759,-0.062618
5.76,-0.010869
5.761,0.026927
5.762,0.058161
5.763,0.075646
5.764,0.094246
5.765,0.10457
5.766,0.11163
5.767,0.11961
5.768,0.089229
5.769,0.075915
5.77,0.05669
5.771,0.030862
5.772,0.054701
5.773,0.080087
5.774,0.096027
5.775,0.094162
5.776,0.10642
5.777,0.13277
5.778,0.16436
5.779,0.16715
5.78,0.11426
5.781,0.1054
5.782,0.11928
5.783,0.12073
5.784,0.11228
5.785,0.098544
5.786,0.070591
5.787,0.048723
5.788,0.072656
5.789,0.088339
5.79,0.095172
5.791,0.10652
5.792,0.096423
5.793,0.089145
5.794,0.11345
5.795,0.13164
5.796,0.10915
5.797,0.098845
5.798,0.094663
5.799,0.081427
5.8,0.046259
5.801,-0.01245
5.802,-0.051899
5.803,-0.069206
5.804,-0.069678
5.805,-0.056813
5.806,-0.033798
5.807,-0.0084904
5.808,0.013658
5.809,0.034025
5.81,0.064334
5.811,0.098526
5.812,0.10581
5.813,0.094324
5.814,0.077291
5.815,0.03899
5.816,0.016327
5.817,0.034256
5.818,0.028332
5.819,-0.0010622
5.82,0.0028832
5.821,0.03489
5.822,0.040249
5.823,0.043861
5.824,0.046176
5.825,0.013439
5.826,0.0020769
5.827,0.017469
5.828,0.04483
5.829,0.066911
5.83,0.042814
5.831,0.0055075
5.832,0.013178
5.833,0.048206
5.834,0.040107
5.835,-0.019185
5.836,-0.059348
5.837,-0.055807
5.838,-0.08438
5.839,-0.12001
5.84,-0.12401
5.841,-0.11412
5.842,-0.071766
5.843,-0.065623
5.844,-0.063546
5.845,-0.01322
5.846,-0.0086714
5.847,-0.023042
5.848,-0.012562
5.849,-0.031713
5.85,-0.060589
5.851,-0.096738
5.852,-0.13193
5.853,-0.15257
5.854,-0.15997
5.855,-0.12999
5.856,-0.13994
5.857,-0.16592
5.858,-0.12945
5.859,-0.096594
5.86,-0.071324
5.861,-0.051628
5.862,-0.064916
5.863,-0.08038
5.864,-0.095524
5.865,-0.099051
5.866,-0.10304
5.867,-0.12644
5.868,-0.13013
5.869,-0.12159
5.87,-0.15002
5.871,-0.16491
5.872,-0.14004
5.873,-0.12939
5.874,-0.12271
5.875,-0.13789
5.876,-0.16143
5.877,-0.12302
5.878,-0.10855
5.879,-0.1157
5.88,-0.084097
5.881,-0.056983
5.882,-0.043935
5.883,-0.050424
5.884,-0.050987
5.885,-0.066838
5.886,-0.074695
5.887,-0.05587
5.888,-0.043219
5.889,-0.0094105
5.89,0.015216
5.891,0.038315
5.892,0.050184
5.893,0.077768
5.894,0.12619
5.895,0.1292
5.896,0.15089
5.897,0.17836
5.898,0.18973
5.899,0.20905
5.9,0.18957
5.901,0.15944
5.902,0.13024
5.903,0.11798
5.904,0.13956
5.905,0.16024
5.906,0.1702
5.907,0.16133
5.908,0.15767
5.909,0.17471
5.91,0.19915
5.911,0.20154
5.912,0.20718
5.913,0.21316
5.914,0.21412
5.915,0.2187
5.916,0.2075
5.917,0.20123
5.918,0.1666
5.919,0.1362
5.92,0.10937
5.921,0.095986
5.922,0.10206
5.923,0.095654
5.924,0.13573
5.925,0.1794
5.926,0.19489
5.927,0.23409
5.928,0.27012
5.929,0.28885
5.93,0.27714
5.931,0.25126
5.932,0.23949
5.933,0.22453
5.934,0.2095
5.935,0.16562
5.936,0.12952
5.937,0.10984
5.938,0.090515
5.939,0.080954
5.94,0.090983
5.941,0.10124
5.942,0.083886
5.943,0.11099
5.944,0.15394
5.945,0.1536
5.946,0.15541
5.947,0.16997
5.948,0.15312
5.949,0.13663
5.95,0.12618
5.951,0.1165
5.952,0.066361
5.953,-0.015028
5.954,-0.041753
5.955,-0.034852
5.956,-0.040818
5.957,-0.082344
5.958,-0.12992
5.959,-0.15174
5.96,-0.1771
5.961,-0.18191
5.962,-0.16648
5.963,-0.19202
5.964,-0.22875
5.965,-0.25131
5.966,-0.29015
5.967,-0.30784
5.968,-0.31925
5.969,-0.38141
5.97,-0.39483
5.971,-0.37378
5.972,-0.37019
5.973,-0.33438
5.974,-0.30654
5.975,-0.29298
5.976,-0.27397
5.977,-0.26897
5.978,-0.26625
5.979,-0.22677
5.98,-0.19343
5.981,-0.14214
5.982,-0.10686
5.983,-0.11803
5.984,-0.086531
5.985,-0.085245
5.986,-0.11072
5.987,-0.12616
5.988,-0.11734
5.989,-0.07466
5.99,-0.069514
5.991,-0.062075
5.992,-0.039617
5.993,-0.042768
5.994,-0.010154
5.995,0.0071725
5.996,-0.039431
5.997,-0.047201
5.998,-0.052219
5.999,-0.090113
6,-0.098665
6.001,-0.090044
6.002,-0.094012
6.003,-0.076056
6.004,-0.024002
6.005,0.020731
6.006,0.044628
6.007,0.076819
6.008,0.11095
6.009,0.12879
6.01,0.14452
6.011,0.16909
6.012,0.20837
6.013,0.23623
6.014,0.23259
6.015,0.23157
6.016,0.2494
6.017,0.28012
6.018,0.28072
6.019,0.2313
6.02,0.21915
6.021,0.22558
6.022,0.22847
6.023,0.28385
6.024,0.3199
6.025,0.33549
6.026,0.36874
6.027,0.38649
6.028,0.39922
6.029,0.40303
6.03,0.41757
6.031,0.43062
6.032,0.42843
6.033,0.44947
6.034,0.45767
6.035,0.45322
6.036,0.4391
6.037,0.41578
6.038,0.41877
6.039,0.43131
6.04,0.45823
6.041,0.47714
6.042,0.47234
6.043,0.48747
6.044,0.52057
6.045,0.53016
6.046,0.51136
6.047,0.50953
6.048,0.52129
6.049,0.52028
6.05,0.49722
6.051,0.472
6.052,0.4351
6.053,0.3898
6.054,0.3801
6.055,0.39655
6.056,0.40138
6.057,0.39929
6.058,0.42346
6.059,0.4448
6.06,0.4615
6.061,0.47603
6.062,0.44347
6.063,0.41613
6.064,0.4026
6.065,0.38349
6.066,0.3803
6.067,0.37103
6.068,0.35045
6.069,0.33708
6.07,0.33073
6.071,0.32305
6.072,0.33648
6.073,0.35607
6.074,0.37583
6.075,0.37892
6.076,0.38275
6.077,0.39913
6.078,0.38543
6.079,0.37615
6.08,0.35086
6.081,0.33886
6.082,0.35401
6.083,0.33859
6.084,0.30625
6.085,0.25419
6.086,0.22815
6.087,0.24267
6.088,0.23754
6.089,0.24621
6.09,0.2748
6.091,0.27923
6.092,0.27696
6.093,0.29535
6.094,0.3026
6.095,0.25671
6.096,0.19177
6.097,0.17006
6.098,0.16033
6.099,0.14541
6.1,0.15261
6.101,0.15329
6.102,0.13069
6.103,0.10314
6.104,0.10148
6.105,0.099188
6.106,0.079699
6.107,0.047635
6.108,-0.0035163
6.109,-0.050181
6.11,-0.11535
6.111,-0.1811
6.112,-0.20283
6.113,-0.24656
6.114,-0.31357
6.115,-0.34082
6.116,-0.39495
6.117,-0.47489
6.118,-0.58913
6.119,-0.62868
6.12,-0.58965
6.121,-0.58453
6.122,-0.53708
6.123,-0.46195
6.124,-0.34953
6.125,-0.24468
6.126,-0.17629
6.127,-0.099433
6.128,-0.06445
6.129,-0.040897
6.13,-0.010825
6.131,-0.01506
6.132,-0.013754
6.133,-0.003844
6.134,-0.028092
6.135,-0.020001
6.136,0.00012683
6.137,0.0070957
6.138,0.043807
6.139,0.039639
6.14,0.044597
6.141,0.086687
6.142,0.08095
6.143,0.10657
6.144,0.15472
6.145,0.15752
6.146,0.16985
6.147,0.16218
6.148,0.11576
6.149,0.10845
6.15,0.11323
6.151,0.11195
6.152,0.11138
6.153,0.12516
6.154,0.15583
6.155,0.16298
6.156,0.17132
6.157,0.17622
6.158,0.17701
6.159,0.19924
6.16,0.24781
6.161,0.28603
6.162,0.28888
6.163,0.30281
6.164,0.31324
6.165,0.32992
6.166,0.35609
6.167,0.37632
6.168,0.39662
6.169,0.4021
6.17,0.41445
6.171,0.42363
6.172,0.43486
6.173,0.44691
6.174,0.43208
6.175,0.41642
6.176,0.42027
6.177,0.42777
6.178,0.41459
6.179,0.38237
6.18,0.35722
6.181,0.35359
6.182,0.35654
6.183,0.35281
6.184,0.34136
6.185,0.3131
6.186,0.28159
6.187,0.25975
6.188,0.2501
6.189,0.25695
6.19,0.28044
6.191,0.29508
6.192,0.27807
6.193,0.29683
6.194,0.34562
6.195,0.36021
6.196,0.36467
6.197,0.36914
6.198,0.35177
6.199,0.31017
6.2,0.26395
6.201,0.24978
6.202,0.23325
6.203,0.18933
6.204,0.17304
6.205,0.18655
6.206,0.1977
6.207,0.18726
6.208,0.17905
6.209,0.18135
6.21,0.17637
6.211,0.1772
6.212,0.16826
6.213,0.15531
6.214,0.13845
6.215,0.1032
6.216,0.073873
6.217,0.070929
6.218,0.077249
6.219,0.077871
6.22,0.073253
6.221,0.073948
6.222,0.062544
6.223,0.039665
6.224,0.04992
6.225,0.045926
6.226,0.053457
6.227,0.091969
6.228,0.072153
6.229,0.030791
6.23,0.012778
6.231,-0.015169
6.232,-0.041523
6.233,-0.028716
6.234,-0.036763
6.235,-0.080877
6.236,-0.1388
6.237,-0.19184
6.238,-0.22021
6.239,-0.28461
6.24,-0.34476
6.241,-0.43441
6.242,-0.52741
6.243,-0.63889
6.244,-0.76127
6.245,-0.83864
6.246,-0.99282
6.247,-1.0545
6.248,-1.1218
6.249,-1.2611
6.25,-1.2752
6.251,-1.2748
6.252,-1.3216
6.253,-1.3566
6.254,-1.22
6.255,-1.0179
6.256,-0.89481
6.257,-0.75135
6.258,-0.58272
6.259,-0.44282
6.26,-0.36932
6.261,-0.27163
6.262,-0.1817
6.263,-0.18207
6.264,-0.16658
6.265,-0.16362
6.266,-0.17428
6.267,-0.15238
6.268,-0.16844
6.269,-0.1773
6.27,-0.19447
6.271,-0.18256
6.272,-0.1033
6.273,-0.062748
6.274,-0.04296
6.275,-0.015296
6.276,0.0082273
6.277,0.041515
6.278,0.07817
6.279,0.11708
6.28,0.14309
6.281,0.14767
6.282,0.15994
6.283,0.17101
6.284,0.1753
6.285,0.16408
6.286,0.14251
6.287,0.13847
6.288,0.14379
6.289,0.15735
6.29,0.16398
6.291,0.15666
6.292,0.1659
6.293,0.18965
6.294,0.20965
6.295,0.22306
6.296,0.22369
6.297,0.20991
6.298,0.2196
6.299,0.23327
6.3,0.23244
6.301,0.23311
6.302,0.23008
6.303,0.22641
6.304,0.2241
6.305,0.24243
6.306,0.25133
6.307,0.23586
6.308,0.23786
6.309,0.24001
6.31,0.23599
6.311,0.24159
6.312,0.25415
6.313,0.25804
6.314,0.25901
6.315,0.26382
6.316,0.24682
6.317,0.23089
6.318,0.23981
6.319,0.21902
6.32,0.20488
6.321,0.21581
6.322,0.20715
6.323,0.21895
6.324,0.22167
6.325,0.21866
6.326,0.23216
6.327,0.249
6.328,0.27289
6.329,0.26702
6.33,0.25089
6.331,0.24316
6.332,0.23979
6.333,0.24569
6.334,0.20608
6.335,0.12857
6.336,0.07104
6.337,0.062934
6.338,0.068489
6.339,0.065788
6.34,0.062606
6.341,0.063018
6.342,0.075028
6.343,0.071914
6.344,0.099541
6.345,0.13939
6.346,0.14499
6.347,0.12773
6.348,0.11983
6.349,0.099019
6.35,0.039418
6.351,0.0050641
6.352,-0.033638
6.353,-0.098624
6.354,-0.15227
6.355,-0.21257
6.356,-0.34141
6.357,-0.53719
6.358,-0.75335
6.359,-0.97902
6.36,-1.177
6.361,-1.2906
6.362,-1.5241
6.363,-1.8878
6.364,-1.987
6.365,-1.8911
6.366,-1.6579
6.367,-1.4122
6.368,-1.2133
6.369,-1.0139
6.37,-0.89806
6.371,-0.74412
6.372,-0.64722
6.373,-0.57615
6.374,-0.42541
6.375,-0.34609
6.376,-0.29873
6.377,-0.22502
6.378,-0.13688
6.379,-0.054804
6.38,-0.021092
6.381,-0.010611
6.382,0.026446
6.383,0.060408
6.384,0.054776
6.385,0.058718
6.386,0.065113
6.387,0.049171
6.388,0.079144
6.389,0.10871
6.39,0.090961
6.391,0.096262
6.392,0.097915
6.393,0.11412
6.394,0.1517
6.395,0.15987
6.396,0.19059
6.397,0.18913
6.398,0.16722
6.399,0.17897
6.4,0.18786
6.401,0.18964
6.402,0.17767
6.403,0.16895
6.404,0.16909
6.405,0.17153
6.406,0.16999
6.407,0.17176
6.408,0.17113
6.409,0.19023
6.41,0.20803
6.411,0.21585
6.412,0.25209
6.413,0.24588
6.414,0.22411
6.415,0.22044
6.416,0.20978
6.417,0.21408
6.418,0.21587
6.419,0.20857
6.42,0.18434
6.421,0.18703
6.422,0.21849
6.423,0.18414
6.424,0.18671
6.425,0.22861
6.426,0.23148
6.427,0.24944
6.428,0.25306
6.429,0.27578
6.43,0.2975
6.431,0.27182
6.432,0.29636
6.433,0.31842
6.434,0.30949
6.435,0.29722
6.436,0.2467
6.437,0.23388
6.438,0.26628
6.439,0.26246
6.44,0.24422
6.441,0.24168
6.442,0.23773
6.443,0.23741
6.444,0.2507
6.445,0.21551
6.446,0.16009
6.447,0.042801
6.448,-0.15251
6.449,-0.30505
6.45,-0.51613
6.451,-0.76423
6.452,-1.0266
6.453,-1.3288
6.454,-1.622
6.455,-1.8568
6.456,-1.9959
6.457,-2.0601
6.458,-2.0994
6.459,-1.9734
6.46,-1.6811
6.461,-1.4408
6.462,-1.1518
6.463,-0.8761
6.464,-0.70102
6.465,-0.51458
6.466,-0.34399
6.467,-0.21739
6.468,-0.16401
6.469,-0.14317
6.47,-0.12103
6.471,-0.088331
6.472,-0.047266
6.473,-0.038005
6.474,-0.0092698
6.475,0.029214
6.476,0.072253
6.477,0.11206
6.478,0.13494
6.479,0.16851
6.48,0.178
6.481,0.20211
6.482,0.22132
6.483,0.21246
6.484,0.22022
6.485,0.20696
6.486,0.19737
6.487,0.20524
6.488,0.20591
6.489,0.19696
6.49,0.18502
6.491,0.17888
6.492,0.16808
6.493,0.19895
6.494,0.2432
6.495,0.22822
6.496,0.20709
6.497,0.20445
6.498,0.20157
6.499,0.20668
6.5,0.20298
6.501,0.19519
6.502,0.18213
6.503,0.15422
6.504,0.14552
6.505,0.13453
6.506,0.13856
6.507,0.16977
6.508,0.1726
6.509,0.17114
6.51,0.19874
6.511,0.22813
6.512,0.22396
6.513,0.22105
6.514,0.22113
6.515,0.20458
6.516,0.20646
6.517,0.1926
6.518,0.16261
6.519,0.14936
6.52,0.14475
6.521,0.14091
6.522,0.14128
6.523,0.14131
6.524,0.132
6.525,0.14576
6.526,0.17095
6.527,0.18482
6.528,0.19442
6.529,0.21177
6.53,0.18335
6.531,0.12506
6.532,0.086791
6.533,0.02101
6.534,-0.037459
6.535,-0.14467
6.536,-0.28749
6.537,-0.3863
6.538,-0.47773
6.539,-0.55273
6.54,-0.65821
6.541,-0.75579
6.542,-0.83592
6.543,-0.84947
6.544,-0.85614
6.545,-0.91257
6.546,-0.91768
6.547,-0.91007
6.548,-0.86151
6.549,-0.769
6.55,-0.6673
6.551,-0.60707
6.552,-0.57716
6.553,-0.51833
6.554,-0.45149
6.555,-0.40164
6.556,-0.35338
6.557,-0.28179
6.558,-0.23091
6.559,-0.17668
6.56,-0.13172
6.561,-0.10817
6.562,-0.06036
6.563,-0.048978
6.564,-0.045379
6.565,-0.035187
6.566,-0.04952
6.567,-0.044922
6.568,-0.048078
6.569,-0.044446
6.57,-0.041345
6.571,-0.042049
6.572,-0.020602
6.573,-0.019514
6.574,-0.012208
6.575,0.012822
6.576,0.03429
6.577,0.077596
6.578,0.11263
6.579,0.11119
6.58,0.11506
6.581,0.12366
6.582,0.13803
6.583,0.16319
6.584,0.16095
6.585,0.16027
6.586,0.16017
6.587,0.15843
6.588,0.19016
6.589,0.22084
6.59,0.21886
6.591,0.22647
6.592,0.24062
6.593,0.24079
6.594,0.28403
6.595,0.31407
6.596,0.31271
6.597,0.31024
6.598,0.29946
6.599,0.31924
6.6,0.32463
6.601,0.31046
6.602,0.28159
6.603,0.24194
6.604,0.22952
6.605,0.21195
6.606,0.21337
6.607,0.24133
6.608,0.23135
6.609,0.23321
6.61,0.26858
6.611,0.27754
6.612,0.27516
6.613,0.27139
6.614,0.24686
6.615,0.23355
6.616,0.2305
6.617,0.2236
6.618,0.19705
6.619,0.16516
6.62,0.16424
6.621,0.13813
6.622,0.15312
6.623,0.18018
6.624,0.1556
6.625,0.15425
6.626,0.15456
6.627,0.18459
6.628,0.20473
6.629,0.20063
6.63,0.21193
6.631,0.20319
6.632,0.20109
6.633,0.18992
6.634,0.17779
6.635,0.16006
6.636,0.13229
6.637,0.12257
6.638,0.11333
6.639,0.11781
6.64,0.10242
6.641,0.082984
6.642,0.080827
6.643,0.069706
6.644,0.056961
6.645,0.021261
6.646,-0.10177
6.647,-0.31387
6.648,-0.571
6.649,-0.85854
6.65,-1.1608
6.651,-1.4976
6.652,-1.8782
6.653,-2.2128
6.654,-2.4757
6.655,-2.4392
6.656,-2.1745
6.657,-1.9692
6.658,-1.5504
6.659,-1.1589
6.66,-0.93015
6.661,-0.70368
6.662,-0.53952
6.663,-0.42342
6.664,-0.35046
6.665,-0.24418
6.666,-0.16479
6.667,-0.10161
6.668,-0.066401
6.669,-0.064123
6.67,0.0035427
6.671,0.049386
6.672,0.065742
6.673,0.06937
6.674,0.081166
6.675,0.10616
6.676,0.092688
6.677,0.11101
6.678,0.13018
6.679,0.12495
6.68,0.13876
6.681,0.14152
6.682,0.13476
6.683,0.14431
6.684,0.16071
6.685,0.1462
6.686,0.14324
6.687,0.15912
6.688,0.16522
6.689,0.18119
6.69,0.1976
6.691,0.20152
6.692,0.19839
6.693,0.23609
6.694,0.2669
6.695,0.26305
6.696,0.27092
6.697,0.27133
6.698,0.26794
6.699,0.24901
6.7,0.25133
6.701,0.24482
6.702,0.22348
6.703,0.22557
6.704,0.21606
6.705,0.22591
6.706,0.2237
6.707,0.22092
6.708,0.23911
6.709,0.22916
6.71,0.22731
6.711,0.2523
6.712,0.25168
6.713,0.2473
6.714,0.26449
6.715,0.24583
6.716,0.22122
6.717,0.23738
6.718,0.23108
6.719,0.18952
6.72,0.18613
6.721,0.19913
6.722,0.20073
6.723,0.20091
6.724,0.19307
6.725,0.19917
6.726,0.22129
6.727,0.23629
6.728,0.23974
6.729,0.24814
6.73,0.2283
6.731,0.20082
6.732,0.21421
6.733,0.19627
6.734,0.164
6.735,0.15257
6.736,0.12857
6.737,0.13247
6.738,0.13528
6.739,0.1377
6.74,0.16724
6.741,0.18574
6.742,0.2053
6.743,0.21135
6.744,0.2588
6.745,0.28126
6.746,0.25095
6.747,0.25984
6.748,0.2586
6.749,0.24355
6.75,0.21667
6.751,0.18851
6.752,0.17179
6.753,0.15342
6.754,0.1356
6.755,0.11631
6.756,0.10767
6.757,0.019322
6.758,-0.14348
6.759,-0.40504
6.76,-0.6769
6.761,-0.90708
6.762,-1.3311
6.763,-1.6809
6.764,-1.9686
6.765,-2.2875
6.766,-2.4657
6.767,-2.4088
6.768,-2.2304
6.769,-1.9492
6.77,-1.5063
6.771,-1.2031
6.772,-0.89069
6.773,-0.6025
6.774,-0.45074
6.775,-0.31103
6.776,-0.21173
6.777,-0.10297
6.778,-0.038721
6.779,-0.0050658
6.78,0.06275
6.781,0.088868
6.782,0.1147
6.783,0.13395
6.784,0.13559
6.785,0.1643
6.786,0.16519
6.787,0.15488
6.788,0.18856
6.789,0.21561
6.79,0.22822
6.791,0.24448
6.792,0.24709
6.793,0.26453
6.794,0.26888
6.795,0.26928
6.796,0.31813
6.797,0.33344
6.798,0.30992
6.799,0.31412
6.8,0.31387
6.801,0.29622
6.802,0.30529
6.803,0.30057
6.804,0.28112
6.805,0.30232
6.806,0.31925
6.807,0.33893
6.808,0.3471
6.809,0.34537
6.81,0.37848
6.811,0.38187
6.812,0.40846
6.813,0.42423
6.814,0.37612
6.815,0.39118
6.816,0.39208
6.817,0.35594
6.818,0.33153
6.819,0.29254
6.82,0.28608
6.821,0.29405
6.822,0.2895
6.823,0.30105
6.824,0.3045
6.825,0.29702
6.826,0.3141
6.827,0.32778
6.828,0.35926
6.829,0.37743
6.83,0.37278
6.831,0.38814
6.832,0.38484
6.833,0.4003
6.834,0.38775
6.835,0.34124
6.836,0.33197
6.837,0.31885
6.838,0.36244
6.839,0.38147
6.84,0.33668
6.841,0.37457
6.842,0.40059
6.843,0.37753
6.844,0.39105
6.845,0.4117
6.846,0.382
6.847,0.3479
6.848,0.34509
6.849,0.3397
6.85,0.34613
6.851,0.34371
6.852,0.3056
6.853,0.28007
6.854,0.25428
6.855,0.25679
6.856,0.25372
6.857,0.21319
6.858,0.20612
6.859,0.2153
6.86,0.20084
6.861,0.16156
6.862,0.1105
6.863,-0.00016243
6.864,-0.20041
6.865,-0.42452
6.866,-0.63129
6.867,-0.86488
6.868,-1.1906
6.869,-1.4747
6.87,-1.7703
6.871,-2.1383
6.872,-2.2927
6.873,-2.373
6.874,-2.3241
6.875,-2.025
6.876,-1.6503
6.877,-1.2283
6.878,-0.92023
6.879,-0.70569
6.88,-0.53316
6.881,-0.38684
6.882,-0.25446
6.883,-0.17485
6.884,-0.10066
6.885,-0.094936
6.886,-0.050533
6.887,0.025661
6.888,0.037472
6.889,0.066262
6.89,0.11687
6.891,0.16203
6.892,0.17763
6.893,0.20957
6.894,0.23969
6.895,0.25538
6.896,0.28718
6.897,0.27499
6.898,0.2772
6.899,0.29067
6.9,0.28082
6.901,0.27308
6.902,0.23649
6.903,0.24018
6.904,0.26072
6.905,0.25575
6.906,0.27241
6.907,0.27057
6.908,0.28003
6.909,0.29213
6.91,0.3034
6.911,0.33603
6.912,0.33385
6.913,0.3123
6.914,0.31058
6.915,0.32262
6.916,0.32279
6.917,0.3056
6.918,0.296
6.919,0.31165
6.92,0.30372
6.921,0.30688
6.922,0.32747
6.923,0.30681
6.924,0.29869
6.925,0.31438
6.926,0.34072
6.927,0.36126
6.928,0.38282
6.929,0.40707
6.93,0.38436
6.931,0.35757
6.932,0.34776
6.933,0.33768
6.934,0.32161
6.935,0.30308
6.936,0.28049
6.937,0.26109
6.938,0.28272
6.939,0.30523
6.94,0.30657
6.941,0.28955
6.942,0.28335
6.943,0.32115
6.944,0.36869
6.945,0.37617
6.946,0.34539
6.947,0.3463
6.948,0.33247
6.949,0.3106
6.95,0.35769
6.951,0.35503
6.952,0.32779
6.953,0.32235
6.954,0.28184
6.955,0.28436
6.956,0.26768
6.957,0.24783
6.958,0.28367
6.959,0.26337
6.96,0.26963
6.961,0.29724
6.962,0.25947
6.963,0.24727
6.964,0.24625
6.965,0.21916
6.966,0.19985
6.967,0.17772
6.968,0.13733
6.969,0.063539
6.97,-0.010804
6.971,-0.14318
6.972,-0.3569
6.973,-0.6088
6.974,-0.86419
6.975,-1.0656
6.976,-1.3151
6.977,-1.4794
6.978,-1.5785
6.979,-1.9791
6.98,-2.2467
6.981,-2.2422
