Time_sec,Local_Field_Potential_mV
11.673,0.20978
11.674,0.18417
11.675,0.16484
11.676,0.18558
11.677,0.17539
11.678,0.18364
11.679,0.18429
11.68,0.1432
11.681,0.095181
11.682,0.046818
11.683,0.026919
11.684,0.011716
11.685,-0.059566
11.686,-0.099952
11.687,-0.095375
11.688,-0.15094
11.689,-0.18058
11.69,-0.15
11.691,-0.14102
11.692,-0.1698
11.693,-0.21335
11.694,-0.20228
11.695,-0.16321
11.696,-0.12389
11.697,-0.10074
11.698,-0.092447
11.699,-0.068927
11.7,-0.045855
11.701,-0.041172
11.702,-0.046268
11.703,-0.059318
11.704,-0.066076
11.705,-0.049163
11.706,-0.034653
11.707,-0.024661
11.708,-0.035625
11.709,-0.041272
11.71,-0.034962
11.711,-0.045075
11.712,-0.045503
11.713,-0.054782
11.714,-0.089025
11.715,-0.11653
11.716,-0.1497
11.717,-0.18805
11.718,-0.23458
11.719,-0.31417
11.72,-0.34473
11.721,-0.32092
11.722,-0.31975
11.723,-0.29536
11.724,-0.27983
11.725,-0.30518
11.726,-0.31921
11.727,-0.31755
11.728,-0.27322
11.729,-0.23203
11.73,-0.21267
11.731,-0.20236
11.732,-0.23205
11.733,-0.23617
11.734,-0.24037
11.735,-0.29893
11.736,-0.35629
11.737,-0.37139
11.738,-0.35758
11.739,-0.37009
11.74,-0.38005
11.741,-0.38359
11.742,-0.42993
11.743,-0.45898
11.744,-0.46511
11.745,-0.47719
11.746,-0.4666
11.747,-0.45289
11.748,-0.43635
11.749,-0.46952
11.75,-0.51161
11.751,-0.49169
11.752,-0.49204
11.753,-0.48553
11.754,-0.50054
11.755,-0.51854
11.756,-0.51256
11.757,-0.53347
11.758,-0.56657
11.759,-0.61781
11.76,-0.62633
11.761,-0.60953
11.762,-0.61509
11.763,-0.62052
11.764,-0.65985
11.765,-0.69891
11.766,-0.71241
11.767,-0.70619
11.768,-0.70568
11.769,-0.73302
11.77,-0.72123
11.771,-0.6763
11.772,-0.66651
11.773,-0.67822
11.774,-0.67313
11.775,-0.66886
11.776,-0.69222
11.777,-0.67664
11.778,-0.66022
11.779,-0.7013
11.78,-0.67921
11.781,-0.65359
11.782,-0.6628
11.783,-0.66387
11.784,-0.6762
11.785,-0.685
11.786,-0.7175
11.787,-0.72893
11.788,-0.69356
11.789,-0.68771
11.79,-0.70071
11.791,-0.69075
11.792,-0.69429
11.793,-0.69941
11.794,-0.66047
11.795,-0.6094
11.796,-0.56568
11.797,-0.52252
11.798,-0.47693
11.799,-0.46746
11.8,-0.45866
11.801,-0.40675
11.802,-0.41302
11.803,-0.43328
11.804,-0.4105
11.805,-0.43256
11.806,-0.46264
11.807,-0.46137
11.808,-0.45895
11.809,-0.45656
11.81,-0.46311
11.811,-0.4481
11.812,-0.43007
11.813,-0.43338
11.814,-0.40343
11.815,-0.38468
11.816,-0.40528
11.817,-0.37568
11.818,-0.34187
11.819,-0.39152
11.82,-0.41277
11.821,-0.41057
11.822,-0.4481
11.823,-0.40971
11.824,-0.3573
11.825,-0.38961
11.826,-0.41749
11.827,-0.40879
11.828,-0.37638
11.829,-0.37101
11.83,-0.38199
11.831,-0.35677
11.832,-0.34386
11.833,-0.34825
11.834,-0.36931
11.835,-0.38809
11.836,-0.41194
11.837,-0.47277
11.838,-0.50426
11.839,-0.48587
11.84,-0.46572
11.841,-0.44834
11.842,-0.45113
11.843,-0.47315
11.844,-0.43698
11.845,-0.39326
11.846,-0.38933
11.847,-0.37936
11.848,-0.38093
11.849,-0.36727
11.85,-0.37053
11.851,-0.37535
11.852,-0.35286
11.853,-0.36486
11.854,-0.36035
11.855,-0.39512
11.856,-0.43287
11.857,-0.40961
11.858,-0.40983
11.859,-0.39905
11.86,-0.36796
11.861,-0.35442
11.862,-0.38487
11.863,-0.41259
11.864,-0.40285
11.865,-0.39335
11.866,-0.37093
11.867,-0.37138
11.868,-0.38012
11.869,-0.39967
11.87,-0.46594
11.871,-0.47497
11.872,-0.40732
11.873,-0.37635
11.874,-0.36853
11.875,-0.33055
11.876,-0.32456
11.877,-0.29677
11.878,-0.27961
11.879,-0.33007
11.88,-0.31198
11.881,-0.30967
11.882,-0.31986
11.883,-0.3233
11.884,-0.37432
11.885,-0.37092
11.886,-0.39805
11.887,-0.4628
11.888,-0.50148
11.889,-0.50892
11.89,-0.48208
11.891,-0.49383
11.892,-0.49682
11.893,-0.4934
11.894,-0.54695
11.895,-0.56374
11.896,-0.54035
11.897,-0.54538
11.898,-0.53706
11.899,-0.53421
11.9,-0.55326
11.901,-0.55928
11.902,-0.55433
11.903,-0.57508
11.904,-0.5962
11.905,-0.55582
11.906,-0.5137
11.907,-0.49477
11.908,-0.5068
11.909,-0.5012
11.91,-0.45359
11.911,-0.44534
11.912,-0.43053
11.913,-0.42106
11.914,-0.39808
11.915,-0.38963
11.916,-0.41501
11.917,-0.35997
11.918,-0.33373
11.919,-0.39364
11.92,-0.41813
11.921,-0.39863
11.922,-0.39767
11.923,-0.42183
11.924,-0.42871
11.925,-0.43246
11.926,-0.45632
11.927,-0.44698
11.928,-0.41477
11.929,-0.39695
11.93,-0.43631
11.931,-0.45166
11.932,-0.42908
11.933,-0.47367
11.934,-0.47609
11.935,-0.46996
11.936,-0.48246
11.937,-0.47357
11.938,-0.49374
11.939,-0.50901
11.94,-0.50789
11.941,-0.46582
11.942,-0.44416
11.943,-0.4761
11.944,-0.46371
11.945,-0.43676
11.946,-0.39055
11.947,-0.35671
11.948,-0.35734
11.949,-0.32088
11.95,-0.31639
11.951,-0.33674
11.952,-0.34219
11.953,-0.36101
11.954,-0.36404
11.955,-0.35773
11.956,-0.36006
11.957,-0.34589
11.958,-0.34543
11.959,-0.36713
11.96,-0.36891
11.961,-0.37281
11.962,-0.37284
11.963,-0.35721
11.964,-0.35879
11.965,-0.36685
11.966,-0.36516
11.967,-0.33827
11.968,-0.3534
11.969,-0.39678
11.97,-0.39023
11.971,-0.3982
11.972,-0.39782
11.973,-0.38193
11.974,-0.39736
11.975,-0.41028
11.976,-0.39848
11.977,-0.3463
11.978,-0.29222
11.979,-0.26619
11.98,-0.27298
11.981,-0.29375
11.982,-0.26945
11.983,-0.23519
11.984,-0.22018
11.985,-0.22744
11.986,-0.23147
11.987,-0.23154
11.988,-0.24063
11.989,-0.23268
11.99,-0.21035
11.991,-0.18235
11.992,-0.19702
11.993,-0.21868
11.994,-0.18844
11.995,-0.1621
11.996,-0.16685
11.997,-0.19844
11.998,-0.20592
11.999,-0.20564
12,-0.22706
12.001,-0.22456
12.002,-0.23741
12.003,-0.24985
12.004,-0.22811
12.005,-0.2101
12.006,-0.19109
12.007,-0.18851
12.008,-0.1925
12.009,-0.19062
12.01,-0.20898
12.011,-0.21135
12.012,-0.2276
12.013,-0.24391
12.014,-0.26388
12.015,-0.29513
12.016,-0.30568
12.017,-0.31136
12.018,-0.32067
12.019,-0.34692
12.02,-0.3314
12.021,-0.33572
12.022,-0.36081
12.023,-0.34186
12.024,-0.32748
12.025,-0.31249
12.026,-0.30216
12.027,-0.29501
12.028,-0.29326
12.029,-0.29614
12.03,-0.30553
12.031,-0.33727
12.032,-0.34306
12.033,-0.32166
12.034,-0.31503
12.035,-0.32114
12.036,-0.33885
12.037,-0.38049
12.038,-0.39544
12.039,-0.36652
12.04,-0.3516
12.041,-0.331
12.042,-0.33321
12.043,-0.34287
12.044,-0.33562
12.045,-0.35822
12.046,-0.34077
12.047,-0.31542
12.048,-0.2994
12.049,-0.28774
12.05,-0.27544
12.051,-0.24083
12.052,-0.24243
12.053,-0.25942
12.054,-0.27184
12.055,-0.29542
12.056,-0.29672
12.057,-0.28726
12.058,-0.29857
12.059,-0.32394
12.06,-0.35303
12.061,-0.34803
12.062,-0.35837
12.063,-0.37487
12.064,-0.37518
12.065,-0.37455
12.066,-0.33611
12.067,-0.32088
12.068,-0.33196
12.069,-0.34478
12.07,-0.33374
12.071,-0.34424
12.072,-0.39144
12.073,-0.40337
12.074,-0.40762
12.075,-0.41257
12.076,-0.4167
12.077,-0.37747
12.078,-0.32334
12.079,-0.31511
12.08,-0.29521
12.081,-0.28402
12.082,-0.28418
12.083,-0.26687
12.084,-0.27093
12.085,-0.28596
12.086,-0.32811
12.087,-0.36664
12.088,-0.3908
12.089,-0.41094
12.09,-0.37241
12.091,-0.33745
12.092,-0.31607
12.093,-0.2898
12.094,-0.26627
12.095,-0.22255
12.096,-0.22395
12.097,-0.23725
12.098,-0.24521
12.099,-0.25289
12.1,-0.25895
12.101,-0.26689
12.102,-0.24036
12.103,-0.27479
12.104,-0.31591
12.105,-0.3105
12.106,-0.35186
12.107,-0.36374
12.108,-0.29004
12.109,-0.24949
12.11,-0.21665
12.111,-0.16783
12.112,-0.13533
12.113,-0.12219
12.114,-0.15663
12.115,-0.15404
12.116,-0.15441
12.117,-0.17898
12.118,-0.15154
12.119,-0.16419
12.12,-0.18949
12.121,-0.18715
12.122,-0.20414
12.123,-0.19743
12.124,-0.19043
12.125,-0.16426
12.126,-0.12189
12.127,-0.088957
12.128,-0.048471
12.129,-0.040182
12.13,-0.04952
12.131,-0.034408
12.132,-0.023505
12.133,-0.027696
12.134,-0.048423
12.135,-0.086218
12.136,-0.12205
12.137,-0.15267
12.138,-0.14164
12.139,-0.11984
12.14,-0.095104
12.141,-0.060277
12.142,-0.026171
12.143,0.036599
12.144,0.076694
12.145,0.098674
12.146,0.10703
12.147,0.10252
12.148,0.10979
12.149,0.11464
12.15,0.11973
12.151,0.13458
12.152,0.14032
12.153,0.1236
12.154,0.11926
12.155,0.16496
12.156,0.21335
12.157,0.23901
12.158,0.25468
12.159,0.23901
12.16,0.22549
12.161,0.23334
12.162,0.25256
12.163,0.25776
12.164,0.24902
12.165,0.24996
12.166,0.22352
12.167,0.18704
12.168,0.16126
12.169,0.10638
12.17,0.086603
12.171,0.089675
12.172,0.075298
12.173,0.061943
12.174,0.029865
12.175,0.00019139
12.176,-0.032222
12.177,-0.021218
12.178,0.028987
12.179,0.072147
12.18,0.095167
12.181,0.078428
12.182,0.061781
12.183,0.044644
12.184,0.020498
12.185,-0.0070613
12.186,-0.026898
12.187,-0.015889
12.188,-0.033382
12.189,-0.067225
12.19,-0.080952
12.191,-0.07254
12.192,-0.062751
12.193,-0.053477
12.194,-0.044812
12.195,-0.069907
12.196,-0.069026
12.197,-0.098023
12.198,-0.12587
12.199,-0.094193
12.2,-0.11995
12.201,-0.14613
12.202,-0.13155
12.203,-0.122
12.204,-0.10599
12.205,-0.10087
12.206,-0.12431
12.207,-0.13939
12.208,-0.16118
12.209,-0.1934
12.21,-0.18484
12.211,-0.17889
12.212,-0.1479
12.213,-0.12591
12.214,-0.14905
12.215,-0.13304
12.216,-0.15666
12.217,-0.16854
12.218,-0.15671
12.219,-0.18581
12.22,-0.18761
12.221,-0.2036
12.222,-0.23662
12.223,-0.27204
12.224,-0.25837
12.225,-0.23249
12.226,-0.22582
12.227,-0.21918
12.228,-0.23865
12.229,-0.20173
12.23,-0.16239
12.231,-0.15086
12.232,-0.13402
12.233,-0.16796
12.234,-0.19674
12.235,-0.19837
12.236,-0.23204
12.237,-0.2415
12.238,-0.21582
12.239,-0.18649
12.24,-0.17538
12.241,-0.16932
12.242,-0.11018
12.243,-0.089354
12.244,-0.055794
12.245,0.014243
12.246,0.0033403
12.247,-0.014292
12.248,-0.044598
12.249,-0.07768
12.25,-0.064942
12.251,-0.089196
12.252,-0.079975
12.253,-0.067643
12.254,-0.12601
12.255,-0.11968
12.256,-0.08327
12.257,-0.067443
12.258,-0.066999
12.259,-0.088224
12.26,-0.1108
12.261,-0.1461
12.262,-0.15048
12.263,-0.15981
12.264,-0.15574
12.265,-0.11362
12.266,-0.11506
12.267,-0.10815
12.268,-0.075601
12.269,-0.089606
12.27,-0.12377
12.271,-0.14076
12.272,-0.15587
12.273,-0.14477
12.274,-0.11282
12.275,-0.10708
12.276,-0.11138
12.277,-0.079011
12.278,-0.039745
12.279,-0.043903
12.28,-0.052884
12.281,-0.072172
12.282,-0.10758
12.283,-0.10418
12.284,-0.065743
12.285,-0.045683
12.286,-0.065652
12.287,-0.053015
12.288,-0.03642
12.289,-0.050512
12.29,-0.0097514
12.291,0.031692
12.292,0.043128
12.293,0.057384
12.294,0.073131
12.295,0.12944
12.296,0.18006
12.297,0.203
12.298,0.17937
12.299,0.1743
12.3,0.21237
12.301,0.18085
12.302,0.15566
12.303,0.12937
12.304,0.090728
12.305,0.10866
12.306,0.13726
12.307,0.14314
12.308,0.15639
12.309,0.18523
12.31,0.19325
12.311,0.20942
12.312,0.23202
12.313,0.23515
12.314,0.24224
12.315,0.24457
12.316,0.25362
12.317,0.25887
12.318,0.23858
12.319,0.19594
12.32,0.15291
12.321,0.1429
12.322,0.13376
12.323,0.12038
12.324,0.12763
12.325,0.13644
12.326,0.16239
12.327,0.18956
12.328,0.18252
12.329,0.17719
12.33,0.16694
12.331,0.16576
12.332,0.17809
12.333,0.18238
12.334,0.18171
12.335,0.18287
12.336,0.18141
12.337,0.17155
12.338,0.17822
12.339,0.17601
12.34,0.16957
12.341,0.18628
12.342,0.18357
12.343,0.17995
12.344,0.17773
12.345,0.1638
12.346,0.15868
12.347,0.15446
12.348,0.15637
12.349,0.14623
12.35,0.11329
12.351,0.054508
12.352,0.037524
12.353,0.052452
12.354,0.01986
12.355,-0.013162
12.356,-0.037293
12.357,-0.062596
12.358,-0.11185
12.359,-0.14645
12.36,-0.19113
12.361,-0.23717
12.362,-0.24256
12.363,-0.25886
12.364,-0.23543
12.365,-0.25666
12.366,-0.31055
12.367,-0.34249
12.368,-0.40084
12.369,-0.42289
12.37,-0.45084
12.371,-0.41519
12.372,-0.38226
12.373,-0.45561
12.374,-0.41158
12.375,-0.38592
12.376,-0.37749
12.377,-0.27258
12.378,-0.27931
12.379,-0.23596
12.38,-0.19003
12.381,-0.22642
12.382,-0.15498
12.383,-0.13702
12.384,-0.16409
12.385,-0.19974
12.386,-0.24535
12.387,-0.21568
12.388,-0.22046
12.389,-0.27743
12.39,-0.29945
12.391,-0.26656
12.392,-0.26418
12.393,-0.20705
12.394,-0.12417
12.395,-0.10251
12.396,-0.050367
12.397,-0.024205
12.398,0.01645
12.399,0.0095968
12.4,-0.0022906
12.401,0.0001753
12.402,-0.034674
12.403,-0.049748
12.404,-0.078828
12.405,-0.11984
12.406,-0.13119
12.407,-0.12182
12.408,-0.11835
12.409,-0.063241
12.41,-0.031739
12.411,0.018698
12.412,0.065786
12.413,0.08369
12.414,0.12285
12.415,0.13334
12.416,0.13482
12.417,0.12126
12.418,0.14379
12.419,0.1007
12.42,0.054751
12.421,0.11735
12.422,0.091346
12.423,0.10145
12.424,0.15637
12.425,0.12297
12.426,0.070901
12.427,0.018856
12.428,0.046623
12.429,0.066252
12.43,0.048616
12.431,0.058025
12.432,0.020688
12.433,0.01655
12.434,-0.015827
12.435,-0.092537
12.436,-0.074047
12.437,-0.082546
12.438,-0.10909
12.439,-0.052132
12.44,-0.061644
12.441,-0.09232
12.442,-0.08974
12.443,-0.11502
12.444,-0.072171
12.445,-0.018149
12.446,-0.038364
12.447,-0.015518
12.448,0.024892
12.449,0.050261
12.45,0.070219
12.451,0.017029
12.452,0.032692
12.453,0.0044933
12.454,-0.070981
12.455,-0.046621
12.456,-0.098323
12.457,-0.11447
12.458,-0.11329
12.459,-0.20495
12.46,-0.2035
12.461,-0.18375
12.462,-0.13186
12.463,-0.11352
12.464,-0.080865
12.465,0.00015189
12.466,-0.094279
12.467,-0.022794
12.468,-0.0099623
12.469,-0.012325
12.47,0.062466
12.471,-0.058604
12.472,-0.05601
12.473,-0.098671
12.474,-0.071003
12.475,0.00012718
12.476,-0.079159
12.477,-0.011185
12.478,-0.026818
12.479,-0.027944
12.48,-0.0071501
12.481,-0.10259
12.482,-0.062751
12.483,-0.094327
12.484,-0.092071
12.485,-0.10626
12.486,-0.21291
12.487,-0.20053
12.488,-0.16871
12.489,-0.13582
12.49,-0.12507
12.491,-0.11927
12.492,-0.11153
12.493,-0.056244
12.494,0.028234
12.495,0.053204
12.496,-0.020763
12.497,0.0027239
12.498,-0.059399
12.499,-0.15943
12.5,-0.038456
12.501,-0.082395
12.502,-0.10135
12.503,0.030129
12.504,-0.0052788
12.505,-0.063301
12.506,-0.0027863
12.507,0.03886
12.508,0.036213
12.509,0.030595
12.51,0.063243
12.511,0.075622
12.512,0.050568
12.513,0.11562
12.514,0.111
12.515,0.038628
12.516,0.075259
12.517,0.035276
12.518,-0.024042
12.519,0.033272
12.52,0.041631
12.521,0.03677
12.522,0.025423
12.523,-0.024695
12.524,-0.031758
12.525,-0.097676
12.526,-0.10825
12.527,-0.02699
12.528,0.034261
12.529,0.049805
12.53,0.090755
12.531,0.094694
12.532,0.098528
12.533,0.14558
12.534,0.10447
12.535,0.06248
12.536,0.059036
12.537,-0.041964
12.538,-0.032012
12.539,0.032909
12.54,-0.074168
12.541,0.028898
12.542,0.07494
12.543,-0.018884
12.544,0.069218
12.545,0.059632
12.546,0.050552
12.547,0.080927
12.548,0.036334
12.549,0.024721
12.55,0.033676
12.551,0.04894
12.552,0.010683
12.553,-0.090084
12.554,-0.074387
12.555,0.061412
12.556,0.0021062
12.557,-0.027941
12.558,0.063268
12.559,-0.067027
12.56,-0.05469
12.561,0.090414
12.562,0.02172
12.563,0.091775
12.564,0.14111
12.565,0.052759
12.566,0.10374
12.567,0.1584
12.568,0.17301
12.569,0.10896
12.57,0.012462
12.571,-0.044418
12.572,-0.035143
12.573,0.011516
12.574,0.01379
12.575,0.044567
12.576,0.026292
12.577,-0.050627
12.578,-0.063149
12.579,-0.012732
12.58,-0.048395
12.581,-0.031546
12.582,-0.033478
12.583,-0.12135
12.584,-0.024117
12.585,0.025659
12.586,-0.12818
12.587,-0.16533
12.588,-0.048175
12.589,0.0077188
12.59,-0.094954
12.591,-0.079001
12.592,-0.026369
12.593,-0.092824
12.594,-0.069581
12.595,-0.11887
12.596,-0.095634
12.597,-0.068744
12.598,-0.13052
12.599,-0.098165
12.6,-0.090164
12.601,-0.094925
12.602,-0.17108
12.603,-0.20667
12.604,-0.20527
12.605,-0.15992
12.606,-0.087615
12.607,-0.17032
12.608,-0.14192
12.609,-0.15999
12.61,-0.18877
12.611,-0.11198
12.612,-0.18305
12.613,-0.1506
12.614,-0.13813
12.615,-0.13519
12.616,-0.074611
12.617,-0.13126
12.618,-0.093168
12.619,-0.074545
12.62,-0.09594
12.621,-0.056928
12.622,-0.10133
12.623,-0.08279
12.624,0.00095488
12.625,-0.05735
12.626,-0.060493
12.627,0.0054247
12.628,0.013955
12.629,0.076349
12.63,0.034411
12.631,-0.014216
12.632,0.12063
12.633,0.013307
12.634,-0.085113
12.635,-0.016095
12.636,-0.10395
12.637,-0.10128
12.638,-0.1347
12.639,-0.11999
12.64,-0.11934
12.641,-0.21342
12.642,-0.16887
12.643,-0.19878
12.644,-0.15965
12.645,-0.10933
12.646,-0.12164
12.647,-0.015986
12.648,-0.0082755
12.649,-0.031826
12.65,-0.0044108
12.651,0.025018
12.652,0.032098
12.653,-0.030131
12.654,-0.015053
12.655,0.024816
12.656,0.056416
12.657,0.066259
12.658,0.036577
12.659,0.064256
12.66,0.011444
12.661,0.010773
12.662,0.036401
12.663,0.030953
12.664,-0.010693
12.665,-0.038531
12.666,0.04527
12.667,0.0024819
12.668,0.0032617
12.669,-0.02001
12.67,-0.067714
12.671,-0.019776
12.672,-0.063249
12.673,-0.060235
12.674,-0.012115
12.675,-0.066074
12.676,-0.033793
12.677,-0.008481
12.678,0.014394
12.679,-0.010499
12.68,-0.10469
12.681,0.01057
12.682,0.015925
12.683,-0.04736
12.684,-0.010485
12.685,-0.057893
12.686,-0.042368
12.687,-0.012727
12.688,-0.077221
12.689,-0.088414
12.69,-0.09827
12.691,-0.13065
12.692,-0.082064
12.693,-0.012568
12.694,0.095885
12.695,0.12683
12.696,0.039068
12.697,0.0019511
12.698,-0.0047448
12.699,-0.00023107
12.7,0.028749
12.701,0.016422
12.702,-0.02164
12.703,-0.040338
12.704,-0.028897
12.705,-0.011684
12.706,0.03121
12.707,0.034351
12.708,0.066326
12.709,0.11384
12.71,0.054341
12.711,0.075395
12.712,0.082322
12.713,0.063252
12.714,0.085716
12.715,-0.026004
12.716,-0.0035878
12.717,0.064975
12.718,0.049412
12.719,0.044057
12.72,-0.019681
12.721,-0.098752
12.722,-0.083982
12.723,-0.084588
12.724,-0.15549
12.725,-0.11243
12.726,-0.086759
12.727,-0.065285
12.728,-0.050995
12.729,0.00013846
12.73,0.064871
12.731,0.045727
12.732,0.036128
12.733,-0.0057821
12.734,-0.0084372
12.735,-0.025289
12.736,-0.13765
12.737,-0.17413
12.738,-0.15579
12.739,-0.14859
12.74,-0.078341
12.741,-0.027472
12.742,0.016126
12.743,0.066606
12.744,0.095651
12.745,0.1542
12.746,0.14107
12.747,0.17491
12.748,0.18459
12.749,0.14154
12.75,0.15447
12.751,0.14867
12.752,0.12978
12.753,0.087175
12.754,0.063974
12.755,0.0096451
12.756,0.050874
12.757,0.10528
12.758,0.055767
12.759,0.10453
12.76,0.12025
12.761,0.13486
12.762,0.16177
12.763,0.1645
12.764,0.16775
12.765,0.08141
12.766,0.086926
12.767,0.06562
12.768,0.056283
12.769,0.10817
12.77,-0.022867
12.771,-0.062443
12.772,-0.0323
12.773,-0.10044
12.774,-0.11377
12.775,-0.046772
12.776,-0.024568
12.777,-0.068125
12.778,-0.030558
12.779,-0.025357
12.78,-0.027283
12.781,-0.0046063
12.782,-0.010125
12.783,0.019763
12.784,0.042608
12.785,0.060098
12.786,0.0069051
12.787,0.020147
12.788,0.090792
12.789,0.10698
12.79,0.12797
12.791,0.14637
12.792,0.17829
12.793,0.1594
12.794,0.20582
12.795,0.24889
12.796,0.22952
12.797,0.24016
12.798,0.16978
12.799,0.14115
12.8,0.12521
12.801,0.12002
12.802,0.16713
12.803,0.12236
12.804,0.11784
12.805,0.14595
12.806,0.099458
12.807,0.099678
12.808,0.14394
12.809,0.063727
12.81,0.068594
12.811,0.12578
12.812,0.11625
12.813,0.14733
12.814,0.14889
12.815,0.15293
12.816,0.14135
12.817,0.13284
12.818,0.17019
12.819,0.13946
12.82,0.082091
12.821,0.083024
12.822,0.057465
12.823,0.081336
12.824,0.11751
12.825,0.033838
12.826,0.036575
12.827,0.10261
12.828,0.10204
12.829,0.11154
12.83,0.13008
12.831,0.14627
12.832,0.15602
12.833,0.13972
12.834,0.12364
12.835,0.16133
12.836,0.15997
12.837,0.14122
12.838,0.15198
12.839,0.14723
12.84,0.13794
12.841,0.11916
12.842,0.12299
12.843,0.090869
12.844,0.096654
12.845,0.12518
12.846,0.10546
12.847,0.12882
12.848,0.14089
12.849,0.13416
12.85,0.14033
12.851,0.06302
12.852,-0.010363
12.853,0.00073333
12.854,-0.037171
12.855,-0.03778
12.856,0.076287
12.857,0.034092
12.858,0.012034
12.859,0.067305
12.86,0.021605
12.861,0.039318
12.862,0.051429
12.863,0.013924
12.864,0.011443
12.865,0.026354
12.866,0.019231
12.867,0.055925
12.868,0.079615
12.869,0.04302
12.87,0.083056
12.871,0.11247
12.872,0.064674
12.873,0.084569
12.874,0.12781
12.875,0.10348
12.876,0.12982
12.877,0.16239
12.878,0.1465
12.879,0.15158
12.88,0.14415
12.881,0.13434
12.882,0.12914
12.883,0.11467
12.884,0.086978
12.885,0.060465
12.886,0.053496
12.887,0.056679
12.888,0.078407
12.889,0.055135
12.89,0.037193
12.891,0.056536
12.892,0.035133
12.893,0.056431
12.894,0.092834
12.895,0.0418
12.896,0.0088213
12.897,0.053074
12.898,0.064291
12.899,0.053036
12.9,0.062779
12.901,0.071713
12.902,0.064942
12.903,0.027892
12.904,-0.0033769
12.905,0.019998
12.906,0.028093
12.907,0.039464
12.908,0.063613
12.909,0.053699
12.91,0.051651
12.911,0.066921
12.912,0.076775
12.913,0.046053
12.914,0.026919
12.915,0.041631
12.916,0.042543
12.917,0.035487
12.918,0.037692
12.919,0.032471
12.92,0.011577
12.921,-0.034334
12.922,-0.061868
12.923,-0.059687
12.924,-0.071265
12.925,-0.085005
12.926,-0.12476
12.927,-0.13938
12.928,-0.10444
12.929,-0.11052
12.93,-0.093078
12.931,-0.096814
12.932,-0.076593
12.933,-0.012382
12.934,0.050126
12.935,0.070904
12.936,0.027295
12.937,0.0438
12.938,0.0061081
12.939,-0.0089844
12.94,0.020165
12.941,-0.00066983
12.942,-0.0098474
12.943,-0.064796
12.944,-0.12203
12.945,-0.096927
12.946,-0.032906
12.947,-0.0072681
12.948,-0.028529
12.949,-0.028314
12.95,0.0021686
12.951,-0.0044843
12.952,-0.024277
12.953,-0.019961
12.954,-0.042622
12.955,-0.048493
12.956,-0.058804
12.957,-0.089007
12.958,-0.069864
12.959,-0.035748
12.96,0.017529
12.961,0.07923
12.962,0.10161
12.963,0.085146
12.964,0.072429
12.965,0.091293
12.966,0.094272
12.967,0.13536
12.968,0.16906
12.969,0.15878
12.97,0.19152
12.971,0.15792
12.972,0.13051
12.973,0.15407
12.974,0.14042
12.975,0.14277
12.976,0.15581
12.977,0.17255
12.978,0.16822
12.979,0.12104
12.98,0.096498
12.981,0.068627
12.982,0.055313
12.983,0.065812
12.984,0.066883
12.985,0.10039
12.986,0.092608
12.987,0.094915
12.988,0.10702
12.989,0.085345
12.99,0.084283
12.991,0.10373
12.992,0.12019
12.993,0.06106
12.994,0.083207
12.995,0.096637
12.996,0.043309
12.997,0.046329
12.998,0.063557
12.999,0.11537
13,0.12979
13.001,0.13358
13.002,0.14037
13.003,0.15091
13.004,0.15916
13.005,0.14717
13.006,0.18741
13.007,0.19805
13.008,0.1696
13.009,0.15965
13.01,0.1503
13.011,0.15259
13.012,0.16422
13.013,0.1345
13.014,0.065398
13.015,0.064945
13.016,0.068027
13.017,0.050954
13.018,0.06318
13.019,0.0305
13.02,0.01621
13.021,0.012433
13.022,0.017133
13.023,0.055004
13.024,0.076833
13.025,0.10286
13.026,0.12551
13.027,0.13458
13.028,0.12856
13.029,0.13909
13.03,0.15429
13.031,0.14807
13.032,0.11961
13.033,0.064036
13.034,0.035835
13.035,0.042804
13.036,-0.0061844
13.037,-0.041866
13.038,-0.014818
13.039,-0.0077471
13.04,0.0084222
13.041,0.049135
13.042,0.08182
13.043,0.08513
13.044,0.10714
13.045,0.119
13.046,0.12182
13.047,0.1308
13.048,0.09128
13.049,0.067695
13.05,0.048321
13.051,0.037683
13.052,0.050896
13.053,0.034743
13.054,0.023515
13.055,0.022129
13.056,-0.024327
13.057,-0.010103
13.058,0.017381
13.059,-0.0080966
13.06,0.011719
13.061,-0.0027377
13.062,-0.0030673
13.063,0.055646
13.064,0.076643
13.065,0.084293
13.066,0.062207
13.067,0.058095
13.068,0.076502
13.069,0.033544
13.07,0.020234
13.071,0.015556
13.072,-0.023228
13.073,-0.036648
13.074,-0.042923
13.075,-0.04051
13.076,-0.031552
13.077,-0.0040139
13.078,0.028637
13.079,0.017715
13.08,0.024035
13.081,0.052443
13.082,0.041738
13.083,0.044546
13.084,0.067699
13.085,0.048337
13.086,0.0074715
13.087,0.0054261
13.088,0.018976
13.089,0.001771
13.09,-0.0041924
13.091,0.01871
13.092,0.012754
13.093,0.023606
13.094,0.045107
13.095,0.056338
13.096,0.11499
13.097,0.1458
13.098,0.13434
13.099,0.12342
13.1,0.093372
13.101,0.035611
13.102,-0.023434
13.103,-0.041785
13.104,-0.049415
13.105,-0.042444
13.106,-0.04152
13.107,-0.037562
13.108,-0.036022
13.109,-0.038284
13.11,-0.012681
13.111,-0.020294
13.112,0.0016699
13.113,0.032936
13.114,0.034389
13.115,0.031673
13.116,0.0071925
13.117,0.011816
13.118,0.013599
13.119,-0.0069461
13.12,-0.038222
13.121,-0.060375
